,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
122,CBS,Mon Dec 04 07:14:06 +0000 2017,Take a trip down memory lane with Carol Burnett for a special tribute you'll never forget. Catch up on The Carol Bu… https://t.co/XBINDav614,0.5213,0.187,0.813,0.0,23
123,CBS,Mon Dec 04 03:02:00 +0000 2017,"RT @JLawlorNY: So, ok...maybe I'm crying at at the #CarolBurnett50 finale with everyone singing her theme song! #ImSoGladWeHadThisTimeToget…",-0.5655,0.0,0.823,0.177,24
124,CBS,Mon Dec 04 03:01:09 +0000 2017,RT @junerenee: A true classic and favorite!! Love #CarolBurnett50 laughed and cried...just like before!,0.9466,0.672,0.328,0.0,25
125,CBS,Mon Dec 04 02:51:35 +0000 2017,RT if you’ve loved reliving these classic moments during #CarolBurnett50 https://t.co/I1tIWeSlsQ,0.5994,0.281,0.719,0.0,26
126,CBS,Mon Dec 04 02:49:27 +0000 2017,RT @Mom101: I can't tell you the joy of seeing my 10yo laughing at this. Especially the Tim Conway dentist sketch.  #CarolBurnett50,0.7906,0.269,0.731,0.0,27
127,CBS,Mon Dec 04 02:47:39 +0000 2017,"RT @AdeleAndMike: Thank You for bringing back such wonderful memories, the entire family would gather to watch, and we would then laugh abo…",0.8689,0.329,0.671,0.0,28
128,CBS,Mon Dec 04 02:43:14 +0000 2017,RT @tessab13: The Siamese Elephants skit on the Carol Burnett show is such a classic and possibly my favorite. Loved Tim Conway! #CarolBurn…,0.8016,0.264,0.736,0.0,29
129,CBS,Mon Dec 04 02:26:30 +0000 2017,RT @inezpanebianco: @OfficialBPeters and Carol Burnett reminiscing back on the carol burnett show is my idea of a perfect night ❤️ #CarolBu…,0.5719,0.156,0.844,0.0,30
130,CBS,Mon Dec 04 02:22:42 +0000 2017,"What a performance by @OfficialBPeters, @KChenoweth, Carol Burnett, Steve Lawrence, and @StephenAtHome!… https://t.co/DqewQ6ASQp",0.0,0.0,1.0,0.0,31
131,CBS,Mon Dec 04 02:12:59 +0000 2017,RT @jonjeffryes: Bob Mackie created 65 costumes a week for The Carol Burnett Show #CarolBurnett50,0.25,0.133,0.867,0.0,32
132,CBS,Mon Dec 04 01:56:26 +0000 2017,RT @bmayberry92: Steve Carell with that video submission though! 😂 #carolburnett50,0.0,0.0,1.0,0.0,33
133,CBS,Mon Dec 04 01:55:44 +0000 2017,She’s still got it! #CarolBurnett50 https://t.co/zTxZc5zrqP,0.0,0.0,1.0,0.0,34
134,CBS,Mon Dec 04 01:43:24 +0000 2017,RT @BobMackie: Our friend Tim Conway never failed to make us laugh #CarolBurnett50,0.8591,0.487,0.513,0.0,35
135,CBS,Mon Dec 04 01:33:37 +0000 2017,RT @bpeters99: #CarolBurnett50  Am I the Only one with tears in my eyes while I give a standing ovation from my couch? One of the most bril…,-0.2263,0.0,0.924,0.076,36
136,CBS,Mon Dec 04 01:24:51 +0000 2017,RT @SuperJen1117: This show is awesome...Some of the funniest women together on one stage 🙌🏼❤️ #CarolBurnett50,0.5574,0.194,0.806,0.0,37
137,CBS,Mon Dec 04 01:13:30 +0000 2017,These two are just like sisters ❤️ #CarolBurnett50 https://t.co/EPpyf2kOuV,0.3612,0.238,0.762,0.0,38
138,CBS,Mon Dec 04 01:11:57 +0000 2017,RT @chattie: Watching #carolburnett50  can’t quit smiling. Brings me memories of watching on Saturday nights with my mom and grandma.,0.4588,0.136,0.864,0.0,39
139,CBS,Mon Dec 04 01:05:31 +0000 2017,RT @DanRocks98: Settling in for the #CarolBurnett50 special. This lady is comedy gold! A true staple of my childhood.,0.807,0.356,0.644,0.0,40
140,CBS,Mon Dec 04 01:00:09 +0000 2017,She’s back! Tune in now to see The Carol Burnett 50th Anniversary Special on CBS and CBS All Access. #CarolBurnett50 https://t.co/HhvRmT5AR0,0.4574,0.13,0.87,0.0,41
141,CBS,Mon Dec 04 00:25:16 +0000 2017,"Due to #NFL football overrun #CBS is delayed 11 min in: 
Atlanta 
Baltimore 
Columbus
Cleveland 
Toledo
Detroit
Fli… https://t.co/oCkn11yJOR",-0.2263,0.0,0.905,0.095,42
142,CBS,Sun Dec 03 20:00:02 +0000 2017,Relive the laughter and the magic in this star-studded tribute to everyone's favorite classic comedy show. Don't mi… https://t.co/WV6jxBnRAt,0.8271,0.352,0.648,0.0,43
143,CBS,Sun Dec 03 18:44:14 +0000 2017,"Tonight, spend an evening together with Carol Burnett and celebrity friends as they celebrate The Carol Burnett 50t… https://t.co/uH2uM9cJFS",0.7783,0.286,0.714,0.0,44
144,CBS,Sun Dec 03 17:32:01 +0000 2017,Carol Burnett credits the close-knit cast for the success of her show. Join her and original cast members Vicki Law… https://t.co/1rlNPUS5EJ,0.8658,0.386,0.614,0.0,45
145,CBS,Sun Dec 03 13:00:04 +0000 2017,Carol Burnett and friends reflect on how the show became an instant classic that's still celebrated today! Join the… https://t.co/lZgVz9XSyM,0.8516,0.353,0.647,0.0,46
146,CBS,Sun Dec 03 12:00:01 +0000 2017,"Tonight, celebrate with Carol Burnett, Vicki Lawrence, Lyle Waggoner &amp; more special guests! Find out how to watch T… https://t.co/Rhm6RJ34u2",0.7897,0.28,0.72,0.0,47
147,CBS,Sat Dec 02 15:55:39 +0000 2017,Stream Indiana at Michigan LIVE today at 12:30PM ET with a 1-month FREE trial of #CBSAllAccess. Just use promo code… https://t.co/xRem3zSyEQ,0.6166,0.175,0.825,0.0,48
148,CBS,Sat Dec 02 14:30:03 +0000 2017,Kristin Chenoweth (@KChenoweth) explains why audiences still crave Carol Burnett! Don't miss The Carol Burnett 50th… https://t.co/kM92NTtTfs,0.1867,0.098,0.902,0.0,49
149,CBS,Sat Dec 02 13:00:07 +0000 2017,"Catch up on this amazing lineup of music specials! Here's how to watch Bruno Mars: 24K Magic Live at the Apollo, Th… https://t.co/Jit2CzZJCY",0.6996,0.179,0.821,0.0,50
150,CBS,Sat Dec 02 12:00:03 +0000 2017,Missed Bruno Mars: 24K Magic Live at the Apollo? Keep up! Watch the full show: https://t.co/itXpGB5gRm #BrunoMars https://t.co/8yyQlC1LML,-0.3595,0.0,0.872,0.128,51
151,CBS,Fri Dec 01 22:43:05 +0000 2017,Reminisce with these classic photos and get ready to relive the magic when The Carol Burnett 50th Anniversary Speci… https://t.co/yJQEzCjoSA,0.3612,0.116,0.884,0.0,52
152,CBS,Fri Dec 01 22:15:28 +0000 2017,"RT @LivinBiblically: In the beginning, there was Chip. And lo! Chip had a revelation. #LivingBiblically is a new comedy premiering Monday,…",0.4199,0.134,0.866,0.0,53
153,CBS,Fri Dec 01 21:00:12 +0000 2017,"Discover these pro football stars' off-the-field talents in MVP: Most Valuable Performer, airing Jan 25 on CBS! Fin… https://t.co/g8jSRW8mQf",0.7707,0.282,0.718,0.0,54
154,CBS,Fri Dec 01 20:17:18 +0000 2017,"Find out when #BigBrother celebrity edition, #AmazingRace, #Survivor, new drama @instinctcbs and new comedy… https://t.co/4Psl74zcCB",0.0,0.0,1.0,0.0,55
155,CBS,Fri Dec 01 19:32:18 +0000 2017,Actress @BethBehrs explains why Carol Burnett is her hero! Celebrate her lasting influence with The Carol Burnett 5… https://t.co/Lnt5P9jEu0,0.8221,0.309,0.691,0.0,56
156,CBS,Fri Dec 01 18:40:34 +0000 2017,"RT @instinctcbs: New drama #Instinct, starring @Alancumming, premieres Sunday, March 11 on @CBS! https://t.co/aaL0JXpqav",0.0,0.0,1.0,0.0,57
157,CBS,Fri Dec 01 18:16:37 +0000 2017,"RT @AmazingRaceCBS: On your marks... #AmazingRace returns Wednesday, January 3! https://t.co/XMSJSUymUZ",0.0,0.0,1.0,0.0,58
158,CBS,Fri Dec 01 18:10:11 +0000 2017,RT @CBSBigBrother: Mark. Your. Calendars. The celebrity edition of #BigBrother premieres February 7! https://t.co/nP3Do6jTwM,0.0,0.0,1.0,0.0,59
159,CBS,Fri Dec 01 14:00:04 +0000 2017,The Angels await you... catch up on the world's most celebrated fashion show now! Watch the full 2017… https://t.co/xfYDbEzpfX,0.6893,0.251,0.749,0.0,60
160,CBS,Fri Dec 01 12:00:03 +0000 2017,"Comedy stars Amy Poehler, Bill Hader, @MayaRudolph &amp; @TraceeEllisRoss give the legendary Tarzan yell a try- but no… https://t.co/lrrHE2f9Nv",0.1901,0.093,0.907,0.0,61
161,CBS,Fri Dec 01 01:31:30 +0000 2017,Action-adventure series 'Blood &amp; Treasure' has been picked up for broadcast in Summer 2019: https://t.co/gAjqbF5bYh https://t.co/3cTBH9AKFI,0.296,0.128,0.872,0.0,62
162,CBS,Thu Nov 30 21:10:19 +0000 2017,Carol Burnett visited @TheTalkCBS to discuss how she got her start in show business! Watch The Carol Burnett 50th A… https://t.co/EyqmFWZHEC,0.0,0.0,1.0,0.0,63
163,CBS,Thu Nov 30 20:54:39 +0000 2017,"The world's most beloved fairy tales are reimagined as a dark &amp; twisted psychological thriller in ""Tell Me A Story,… https://t.co/CytIswrRj1",0.6115,0.227,0.773,0.0,64
164,CBS,Thu Nov 30 17:40:02 +0000 2017,RT @RansomCBS: #Ransom star @luke_j_roberts on set in Budapest for Season 2! https://t.co/rgC5ylqSMp,0.0,0.0,1.0,0.0,65
165,CBS,Thu Nov 30 17:30:05 +0000 2017,Comic @JayLeno reflects on the major impression Carol Burnett left on him. Celebrate The Carol Burnett 50th Anniver… https://t.co/PIakndHJt1,0.6808,0.248,0.752,0.0,66
166,CBS,Thu Nov 30 15:00:05 +0000 2017,"Watch #BrunoMars perform ""That's What I Like"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/hAFcB9HpE3 https://t.co/I7ZWHdDYCP",0.3612,0.135,0.865,0.0,67
167,CBS,Thu Nov 30 12:00:03 +0000 2017,"Watch #BrunoMars perform ""24K Magic"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/UgD4fC5cS6 https://t.co/iTGKJSbjwY",0.0,0.0,1.0,0.0,68
168,CBS,Thu Nov 30 07:52:09 +0000 2017,Missed Bruno Mars: 24K Magic Live at the Apollo Theater? Keep up! Watch the full show: https://t.co/itXpGB5gRm… https://t.co/nkRMIUd2Df,-0.3595,0.0,0.872,0.128,69
169,CBS,Thu Nov 30 04:09:55 +0000 2017,RT @CWatkinsTV: That. Was. Amazing! #BrunoMars,0.6239,0.45,0.55,0.0,70
170,CBS,Thu Nov 30 04:00:27 +0000 2017,The stage is 🔥🔥 #BrunoMars https://t.co/nykrDH46Bs,0.0,0.0,1.0,0.0,71
171,CBS,Thu Nov 30 03:59:09 +0000 2017,RT @anitakearney65: I could watch this all night #Brunomars #BrunosTvSpecial so much fun to watch OMG,0.5542,0.204,0.796,0.0,72
172,CBS,Thu Nov 30 03:55:37 +0000 2017,Everybody put your hands up! #BrunoMars https://t.co/jU7NyttAqv,0.0,0.0,1.0,0.0,73
173,CBS,Thu Nov 30 03:51:38 +0000 2017,RT @Sara_nurse: My 2yr old niece heard @BrunoMars and is now up singing and dancing #BrunosTVSpecial #BrunoMars,0.0,0.0,1.0,0.0,74
174,CBS,Thu Nov 30 03:44:54 +0000 2017,"RT @AllieNY86: His voice is mesmerizing 
#BrunoMars",0.0,0.0,1.0,0.0,75
175,CBS,Thu Nov 30 03:37:13 +0000 2017,RT @BrunoMars: We love you MARY!!!! ❤️ #BrunosTvSpecial,0.7482,0.434,0.566,0.0,76
176,CBS,Thu Nov 30 03:35:13 +0000 2017,RT @RDMichelleLNK: Loving a dose of #BrunoMars midweek. So amazing!,0.8513,0.542,0.458,0.0,77
177,CBS,Thu Nov 30 03:33:32 +0000 2017,We’re only halfway into the show. Get ready for more of your favorite #BrunoMars tunes! https://t.co/BJh0PeX864,0.7232,0.302,0.698,0.0,78
178,CBS,Thu Nov 30 03:23:03 +0000 2017,"When #BrunoMars tells you to pick up the phone, that’s exactly what you do. https://t.co/JZDS26h3lL",0.0,0.0,1.0,0.0,79
179,CBS,Thu Nov 30 03:11:31 +0000 2017,RT @MargoSlade: Best way to relax after a hard day of work watching #BrunoMars on #BrunosTVSpecial my heart is the happiest,0.8979,0.394,0.557,0.049,80
180,CBS,Thu Nov 30 03:09:54 +0000 2017,RT @Tiffany48184: Now that's how you open up a show!!!!! #BrunoMars,0.0,0.0,1.0,0.0,81
181,CBS,Thu Nov 30 03:07:20 +0000 2017,RT if you’re ready to party with #BrunoMars!! https://t.co/o4qQoKOzgH,0.6988,0.452,0.548,0.0,82
182,CBS,Thu Nov 30 03:06:38 +0000 2017,RT @BrunoMars: POP POP!!💥💥 everyone tweet #BrunosTvSpecial! We on!!!! 🍾,0.0,0.0,1.0,0.0,83
183,CBS,Thu Nov 30 03:03:15 +0000 2017,RT @Queentassia14: Bruno Mars Live at the Apollo!!!! Yeah I have to wake up at like 4 am for work.... but it's worth it. #BrunoMars #Brunos…,0.7067,0.246,0.754,0.0,84
184,CBS,Thu Nov 30 03:02:34 +0000 2017,RT @asbstar30: BRUNO #BrunoMars,0.0,0.0,1.0,0.0,85
185,CBS,Thu Nov 30 02:59:59 +0000 2017,"Get on your feet, and prepare to dance. #BrunoMars is hitting the stage! https://t.co/yOyq8JlMZj",0.0,0.0,1.0,0.0,86
186,CBS,Thu Nov 30 02:45:03 +0000 2017,"Pop pop, it's showtime! Bruno Mars: 24K Magic Live at the Apollo starts at 10/9c on CBS, or try 1 month FREE of CBS… https://t.co/cpCSYDKieM",0.6514,0.158,0.842,0.0,87
187,CBS,Thu Nov 30 00:06:05 +0000 2017,Calling all Bruno Mars' lovelies... don't miss Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c on CBS &amp; CB… https://t.co/nGOgukLMx9,0.1139,0.064,0.936,0.0,88
188,CBS,Wed Nov 29 23:20:13 +0000 2017,You'll treasure this special night with #BrunoMars! Find out how to watch Bruno Mars: 24K Magic Live at the Apollo… https://t.co/qF2eRcJLSJ,0.6825,0.228,0.772,0.0,89
189,CBS,Wed Nov 29 23:15:24 +0000 2017,RT @BrunoMars: Ladies put your hoops on tonight! Fellas break out that good cologne! #BrunosTvSpecial is airing on @CBS! What y’all trynna…,0.5826,0.152,0.848,0.0,90
190,CBS,Wed Nov 29 23:14:57 +0000 2017,RT @YoungSheldon: Sheldon will do whatever it takes to get his hands on his own computer in tomorrow's all-new episode of #YoungSheldon! ht…,0.0,0.0,1.0,0.0,91
191,CBS,Wed Nov 29 23:13:40 +0000 2017,RT @survivorcbs: What drama will ensue on back-to-back episodes of #Survivor tonight? Watch a sneak peek now: https://t.co/LHcxyClSw1 https…,0.0,0.0,1.0,0.0,92
192,CBS,Wed Nov 29 22:34:56 +0000 2017,Discover every reason why #BrunoMars is 24K Magic! Watch Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c o… https://t.co/oaPjvl3rSW,0.0,0.0,1.0,0.0,93
193,CBS,Wed Nov 29 21:07:33 +0000 2017,Did you catch these tiny moments during the 2017 Victoria's Secret Fashion Show? Find out what you may have missed:… https://t.co/IIyupot9uU,0.0,0.0,1.0,0.0,94
194,CBS,Wed Nov 29 20:41:13 +0000 2017,RT @funnyordie: Live! Watch Tim Meadows and Patrick Brammall of @NoActivityCBS play themselves in new 8-bit video game! https://t.co/nXCuHO…,0.4559,0.142,0.858,0.0,95
195,CBS,Wed Nov 29 15:00:07 +0000 2017,The 'Only Angel' @Harry_Styles saw last night were the ones on the runway! Watch him perform at the #VSFashionShow:… https://t.co/na8GAiZwmS,0.0,0.0,1.0,0.0,96
196,CBS,Wed Nov 29 12:00:06 +0000 2017,This entire collection is drop-dead gorgeous. See all the most sizzling looks from the 2017 #VSFashionShow:… https://t.co/zpTKXcm05r,0.6124,0.2,0.8,0.0,97
197,CBS,Wed Nov 29 09:09:48 +0000 2017,"Stars @Miguel, @Harry_Styles, @leslieodomjr &amp; more set the tone for a truly incredible show! Watch all the musical… https://t.co/kmo4l3aGai",0.4926,0.158,0.842,0.0,98
198,CBS,Wed Nov 29 08:39:05 +0000 2017,Some of the best moments happen behind the scenes! Here's your backstage pass to the 2017 Victoria's Secret Fashion… https://t.co/S8MpOnhC6b,0.6696,0.191,0.809,0.0,99
199,CBS,Wed Nov 29 08:22:35 +0000 2017,"From the sky-high heels to the jaw-dropping wings, these outfits are fashion goals! See all the best looks from the… https://t.co/GnyZ8NnBYH",0.6696,0.183,0.817,0.0,100
200,CNN,Wed Dec 13 06:31:06 +0000 2017,"Canada wasn't bluffing.

The country has ditched plans to buy 18 new F/A-18 Super Hornet fighter jets from Boeing a… https://t.co/Wbi47TI6Fi",0.6705,0.224,0.776,0.0,1
201,CNN,Wed Dec 13 06:31:03 +0000 2017,"Secretary of State of Alabama John Merrill said it was ""highly unlikely"" that Democrat Doug Jones would not be cert… https://t.co/oUJiP4GJA0",0.0,0.0,1.0,0.0,2
202,CNN,Wed Dec 13 06:13:07 +0000 2017,"Another presumed North Korean ""ghost ship"" has washed up on Japan's shores, with at least one dead body on board… https://t.co/eIKPAHSXHN",-0.765,0.0,0.742,0.258,3
203,CNN,Wed Dec 13 06:08:04 +0000 2017,Doug Jones' future Senate colleagues prepare for his arrival https://t.co/EoJPa2Logh https://t.co/LqoOauPv3F,0.0,0.0,1.0,0.0,4
204,CNN,Wed Dec 13 06:02:15 +0000 2017,"Prince William and Prince Harry walked the red carpet at the European premiere of ""Star Wars: The Last Jedi""… https://t.co/Ea0qMj086M",-0.5574,0.0,0.841,0.159,5
205,CNN,Wed Dec 13 05:54:52 +0000 2017,"Former NBA player Charles Barkley says that Democrat Doug Jones' projected victory in Alabama is ""a wake-up call fo… https://t.co/jIDgVtnYWh",0.0,0.0,1.0,0.0,6
206,CNN,Wed Dec 13 05:41:06 +0000 2017,This couple lost two homes in two months due to California wildfires https://t.co/9GWFlfshPz https://t.co/IRb59exorB,-0.3182,0.0,0.85,0.15,7
207,CNN,Wed Dec 13 05:31:04 +0000 2017,5 takeaways from Doug Jones' massive victory in Alabama | Analysis by CNN's Chris Cillizza https://t.co/6zE0RLS2gr https://t.co/xwy2aOXLqX,0.0,0.0,1.0,0.0,8
208,CNN,Wed Dec 13 05:27:04 +0000 2017,"Democrat Doug Jones addressed supporters in Birmingham, Alabama, following his victory in the Senate special electi… https://t.co/QNLGIh9KtZ",0.6808,0.272,0.728,0.0,9
209,CNN,Wed Dec 13 05:19:48 +0000 2017,Republican Roy Moore did not concede to Democrat Doug Jones in the US Senate race as he addressed supporters in Mon… https://t.co/RFG1pnZdDR,0.4404,0.121,0.879,0.0,10
210,CNN,Wed Dec 13 05:16:03 +0000 2017,Special counsel Robert Mueller's team has completed all interviews it has requested with White House staffers to da… https://t.co/hbZrrSRlql,0.4019,0.13,0.87,0.0,11
211,CNN,Wed Dec 13 05:12:07 +0000 2017,A devastating loss for Trump in Alabama | @julianzelizer writes for @CNNOpinion https://t.co/Q1eR6JCUfO https://t.co/MbMRP1FJA3,-0.765,0.0,0.602,0.398,12
212,CNN,Wed Dec 13 05:04:44 +0000 2017,"""Tonight, Alabama voters elected a senator who'll make them proud"": Hillary Clinton shares a message of optimism wi… https://t.co/EGi0SRFYCc",0.6908,0.275,0.725,0.0,13
213,CNN,Wed Dec 13 04:52:31 +0000 2017,Alabama Secretary of State John Merrill tells CNN it is “highly unlikely” the outcome of the election will change:… https://t.co/llTvPSrLfw,0.0,0.0,1.0,0.0,14
214,CNN,Wed Dec 13 04:44:36 +0000 2017,"Alabama Secretary of State John Merrill: “The people of Alabama have spoken tonight, they have made their voice hea… https://t.co/udQ1uPWM1X",0.0,0.0,1.0,0.0,15
215,CNN,Wed Dec 13 04:42:57 +0000 2017,"Roy Moore refuses to concede, says ""we also know that God is in control"" https://t.co/1sJSZehJKH https://t.co/IXqp0xvnhB",0.2732,0.123,0.877,0.0,16
216,CNN,Wed Dec 13 04:39:45 +0000 2017,"Roy Moore refuses to concede: “When the vote is this close, it is not over” https://t.co/sZyHN9M9Ct https://t.co/bvIV9h5bn5",0.0,0.0,1.0,0.0,17
217,CNN,Wed Dec 13 04:26:05 +0000 2017,"Former NBA player Charles Barkley: ""Roy Moore was an embarrassment. ... I am just so proud of my state. ... We've g… https://t.co/49Wn9t6Fno",0.2712,0.148,0.744,0.108,18
218,CNN,Wed Dec 13 04:21:46 +0000 2017,Former NBA player and Alabama native Charles Barkley: “This is a wake-up call for Democrats to do better for black… https://t.co/0iwoBeFiPH,0.4404,0.132,0.868,0.0,19
219,CNN,Wed Dec 13 04:21:20 +0000 2017,Former NBA player and Alabama native Charles Barkley says Doug Jones’ victory is a referendum on the state: “We rea… https://t.co/b98ksNxSlF,0.0,0.0,1.0,0.0,20
220,CNN,Wed Dec 13 04:15:58 +0000 2017,Sen.-elect Doug Jones: “This entire race has been about dignity and respect. This campaign has been about the rule… https://t.co/9Yim0HlPZ8,0.7003,0.244,0.756,0.0,21
221,CNN,Wed Dec 13 04:08:46 +0000 2017,"Sen.-elect Doug Jones: “We have been at crossroads in the past, and unfortunately we have usually taken the wrong f… https://t.co/BMibXHfQql",-0.6705,0.0,0.776,0.224,22
222,CNN,Wed Dec 13 04:07:14 +0000 2017,Sen.-elect Doug Jones: “I have always believed that the people of Alabama had more in common than to divide us” https://t.co/7sr12O4z0r,0.0,0.0,1.0,0.0,23
223,CNN,Wed Dec 13 04:01:30 +0000 2017,"Alabama Democratic Sen.-elect Doug Jones thanks supporters: “I think that I have been waiting all my life, and now… https://t.co/Eub6ah7VYO",0.7003,0.254,0.746,0.0,24
224,CNN,Wed Dec 13 03:57:50 +0000 2017,Democrat Doug Jones speaks from his campaign headquarters after his upset over Republican Roy Moore. Watch CNN:… https://t.co/NUzpaJoF6D,-0.3818,0.0,0.867,0.133,25
225,CNN,Wed Dec 13 03:56:15 +0000 2017,"""A president who would all but call Sen. Kirsten Gillibrand a whore is not fit to clean the toilets in the Barack O… https://t.co/5LwTdKn8FB",-0.91,0.0,0.635,0.365,26
226,CNN,Wed Dec 13 03:47:40 +0000 2017,"Bakari Sellers: ""The raw emotion of victory on election night is something Democrats have not heard in a long time.… https://t.co/8XZ8A9mxiq",0.0,0.0,1.0,0.0,27
227,CNN,Wed Dec 13 03:42:31 +0000 2017,"What you need to know about Doug Jones, the Democrat who just won a US Senate seat in deep-red Alabama https://t.co/wdqrPir9vE",0.5719,0.163,0.837,0.0,28
228,CNN,Wed Dec 13 03:32:08 +0000 2017,"Democrat Doug Jones will win the Senate special election in Alabama, CNN projects, in a defeat for Republican Roy M… https://t.co/3UFnSd8EYR",0.5423,0.245,0.642,0.113,29
229,CNN,Wed Dec 13 03:29:34 +0000 2017,"This ancient penguin was about 5'10"" and weighed more than 200 pounds, partial skeletal remains suggest… https://t.co/TVXvrHCKMj",0.0,0.0,1.0,0.0,30
230,CNN,Wed Dec 13 03:29:24 +0000 2017,"BREAKING: Democrat Doug Jones will win the Senate special election in Alabama, CNN projects https://t.co/BARA8oQvDR https://t.co/VOqjO8c9BY",0.7579,0.317,0.683,0.0,31
231,CNN,Wed Dec 13 03:19:52 +0000 2017,"The chief election official for Jefferson County, which includes Birmingham, tells CNN that Democrat Doug Jones cur… https://t.co/INJQh9dyXu",0.0,0.0,1.0,0.0,32
232,CNN,Wed Dec 13 03:17:52 +0000 2017,80 photographs spanning 150 years chronicle the evolution of the American family in a new exhibition in Boston… https://t.co/HTPS5yt7eV,0.0,0.0,1.0,0.0,33
233,CNN,Wed Dec 13 03:12:02 +0000 2017,"Lindsey Vonn: My eyes have been opened to ""how divided we are"" https://t.co/JGfaf2U7Ka https://t.co/2UPiuAuHFJ",0.0,0.0,1.0,0.0,34
234,CNN,Wed Dec 13 03:06:24 +0000 2017,"This senator calls President Trump a misogynist, an admitted sexual predator, and a liar https://t.co/oOw3ZpKxY7 https://t.co/FruKGe9yKj",-0.4404,0.084,0.719,0.198,35
235,CNN,Wed Dec 13 03:03:17 +0000 2017,The Alabama Senate race is too close to call https://t.co/N5H7hNkunH https://t.co/9Mq8ZQ8qMo,0.0,0.0,1.0,0.0,36
236,CNN,Wed Dec 13 02:55:41 +0000 2017,Roy Moore’s campaign spokesman says Muslims shouldn’t be in US Congress because they have to swear on the Bible. He… https://t.co/RB4EsdthqG,-0.0516,0.0,0.943,0.057,37
237,CNN,Wed Dec 13 02:53:34 +0000 2017,A series of text messages exchanged between top FBI employees that were critical of then-presidential candidate Don… https://t.co/L9ZE9CxSok,-0.128,0.094,0.785,0.12,38
238,CNN,Wed Dec 13 02:47:26 +0000 2017,"Approximately 50 foreign ISIS fighters have been captured in Syria and Iraq since the start of November, a US milit… https://t.co/Z4F9H4VovF",-0.0516,0.0,0.941,0.059,39
239,CNN,Wed Dec 13 02:47:06 +0000 2017,59% of the votes are counted in the Alabama Senate race. Follow along for updated results https://t.co/SpT3AX3wQ9 https://t.co/8NfxKCw81V,0.0,0.0,1.0,0.0,40
240,CNN,Wed Dec 13 02:42:00 +0000 2017,"Spirits are high at the Roy Moore victory rally in Montgomery, Alabama, as the GOP candidate arrives.… https://t.co/Srv4KyAg85",0.0,0.0,1.0,0.0,41
241,CNN,Wed Dec 13 02:41:16 +0000 2017,President Trump winds up to make his final pitch on tax reform to the American people on Wednesday… https://t.co/d6bFecY3vf,0.0,0.0,1.0,0.0,42
242,CNN,Wed Dec 13 02:35:25 +0000 2017,The Senate election between Democrat Doug Jones and Republican Roy Moore in Alabama is a cliffhanger… https://t.co/pbayylJ5n9,0.0,0.0,1.0,0.0,43
243,CNN,Wed Dec 13 02:29:35 +0000 2017,"Prince William and Prince Harry walked the red carpet at the European premiere of ""Star Wars: The Last Jedi""… https://t.co/BWWoF4nUxe",-0.5574,0.0,0.841,0.159,44
244,CNN,Wed Dec 13 02:29:31 +0000 2017,39% of the votes are in for Alabama’s Senate race. Track the county-by-county results https://t.co/SpT3AX3wQ9 https://t.co/QTQnqbQvzM,0.0,0.0,1.0,0.0,45
245,CNN,Wed Dec 13 02:22:53 +0000 2017,An 11-year-old Tennessee boy recounted to his mother his experience with middle-school bullies. She posted the tear… https://t.co/tOL55bIgY6,0.0,0.0,1.0,0.0,46
246,CNN,Wed Dec 13 02:22:05 +0000 2017,Where Senate candidates Roy Moore and Doug Jones stand on key issues https://t.co/7vWtSEbZHi https://t.co/j3yhzZWz3a,0.0,0.0,1.0,0.0,47
